hour,actual,baseline_prediction,improved_prediction,baseline_residual,improved_residual
2017-11-19 00:00:00,135,449.6205476221986,165.0,-314.6205476221986,-30.0
2017-11-19 01:00:00,50,245.0827879182359,114.58,-195.0827879182359,-64.58
2017-11-19 02:00:00,40,284.898407194853,76.03666666666666,-244.898407194853,-36.03666666666666
2017-11-19 03:00:00,30,387.71026190048394,57.31666666666667,-357.71026190048394,-27.31666666666667
2017-11-19 04:00:00,13,339.8038146858105,15.653333333333334,-326.8038146858105,-2.653333333333334
2017-11-19 05:00:00,8,486.4296416998317,10.863333333333333,-478.4296416998317,-2.8633333333333333
2017-11-19 06:00:00,28,294.02316816551036,45.836666666666666,-266.02316816551036,-17.836666666666666
2017-11-19 07:00:00,71,376.4971878687023,97.18333333333334,-305.4971878687023,-26.183333333333337
2017-11-19 08:00:00,172,383.6530740535047,228.09333333333333,-211.65307405350472,-56.093333333333334
2017-11-19 09:00:00,303,403.6639908959801,477.4766666666667,-100.66399089598008,-174.4766666666667
2017-11-19 10:00:00,451,423.208092622865,474.25,27.791907377134976,-23.25
2017-11-19 11:00:00,570,457.55723321018513,487.38,112.44276678981487,82.62
2017-11-19 12:00:00,665,412.19982169862624,550.1433333333333,252.80017830137376,114.85666666666668
2017-11-19 13:00:00,558,446.72225634233325,582.48,111.27774365766675,-24.480000000000018
2017-11-19 14:00:00,570,537.9725493152602,591.6266666666667,32.02745068473985,-21.626666666666665
2017-11-19 15:00:00,513,411.15899377526284,639.8766666666667,101.84100622473716,-126.87666666666667
2017-11-19 16:00:00,452,454.65240333222505,527.4466666666667,-2.652403332225049,-75.44666666666672
2017-11-19 17:00:00,376,357.32448077026766,470.98333333333335,18.675519229732345,-94.98333333333335
2017-11-19 18:00:00,264,385.50683834482413,368.94666666666666,-121.50683834482413,-104.94666666666666
2017-11-19 19:00:00,186,403.6923045746363,301.31,-217.6923045746363,-115.31
2017-11-19 20:00:00,158,472.6183303696861,153.52666666666667,-314.6183303696861,4.473333333333329
2017-11-19 21:00:00,120,464.22180705180335,130.65666666666667,-344.22180705180335,-10.656666666666666
2017-11-19 22:00:00,87,495.68978519794507,114.75333333333333,-408.68978519794507,-27.75333333333333
