model,rmse,mae,r2,cv_rmse_mean,cv_rmse_std,cv_mae_mean,cv_mae_std,cv_r2_mean,cv_r2_std
baseline_linear_regression,305.17694993784016,217.44586988580684,0.1868702830732406,381.4574095409718,54.50227656104226,296.09430432468406,34.995034038681105,0.19859192644525314,0.16311689958171197
improved_random_forest,113.90330803333664,67.43343816590563,0.886726309207321,133.3634570969969,16.583032122558233,83.52869257175475,11.067961797418514,0.8972416872857731,0.03657026864277114
